country;biocapacity;footprint;metric
Nigeria; 0.641355237028512;1.07057796847851;-1.6692433563630764
Nicaragua; 2.28953907578146;1.43476723238538;1.5957564572860887
Netherlands; 1.12188482092826;5.79627352452922;-5.166549556961934
Norway; 7.90148603969176;5.76460452671522;1.3706900452708375
Nepal; 0.536501777241116;0.931458994045375;-1.7361713111842243
New Zealand; 10.0467697833392;5.11324739738813;1.9648511019574635
Oman; 1.67342013830439;5.66616921221077;-3.385981250322512
Pakistan; 0.348609797685683;0.729021441581786;-2.091224763106324
Panama; 2.95064802665895;2.81140961484297;1.0495261918010326
Peru; 3.87544798321798;2.34371600054148;1.6535484599339751
Philippines; 0.52777833272106;1.00693406342616;-1.9078730614701878
Papua New Guinea; 3.85369390361018;1.51309791957669;2.546889962474011
Poland; 1.98625778123038;4.27248245658314;-2.1510211297632105
Portugal; 1.5262419291803;3.87071150526651;-2.53610612528864
Paraguay; 11.5499304666732;4.01146441742161;2.879230441758967
Qatar; 1.21360984741832;12.5735592804493;-10.360462472512646
Romania; 2.68632757246966;2.62678347705657;1.0226680637872034
Russian Federation; 6.88535958368883;5.72105933363712;1.2035113048393287
Rwanda; 0.560042399954444;0.874318731317732;-1.561165246397152
Saudi Arabia; 0.453339831518312;5.61399170483674;-12.383627721470072
Sudan; 1.39430322589526;1.43011242440033;-1.0256825042358184
South Sudan; 1.83449364750742;1.72122621739025;1.0658062426500265
Senegal; 0.973592675573685;1.1053700661123;-1.1353516658914529
Solomon Islands; 4.23912868693898;1.19124313997399;3.558575528948304
Sierra Leone; 1.22504777699906;1.211305286081;1.0113451918983378
El Salvador; 0.594509335601766;1.89418567600533;-3.186132769619208
Somalia; 1.27157536298378;1.2428295360254;1.0231293400463508
Suriname; 89.4354307727291;4.01418318006735;22.27985788412091
Slovakia; 2.76930473181368;4.4445526146127;-1.604934467324534
Slovenia; 2.25390470164641;4.69749839120068;-2.084160163368619
Sweden; 10.4142448505888;6.53287783390249;1.5941282104716368
Swaziland; 0.879294263071263;2.03525325950676;-2.314644078761391
Syrian Arab Republic; 0.558285956301362;1.44456802071069;-2.5875055684383255
Chad; 1.86886356570968;1.37450198645673;1.3596659620167908
Togo; 0.432852642730103;1.01191062310818;-2.3377716183637527
Thailand; 1.21922106547148;2.56831498446589;-2.1065211692948465
Tajikistan; 0.536604938093336;0.925803512964963;-1.725298161165879
Turkmenistan; 2.76205588789606;5.53706926985853;-2.0046912497763687
Trinidad and Tobago; 1.55677741817452;8.76135289379741;-5.627877685989939
Tunisia; 0.788307838822504;2.18242098639954;-2.7684882464944454
Turkey; 1.47058767549402;3.1889482045731;-2.1684856045742564
Uganda; 0.573005987260336;1.22439063291316;-2.1367850600780507
Ukraine; 2.51757060196146;3.23621430841592;-1.2854512623775312
Uruguay; 10.211632042361;3.29961458523348;3.0947954006690233
United States of America; 3.78099188276978;8.59125562517333;-2.2722227107453543
Uzbekistan; 0.89254407944364;2.15681463859333;-2.416479687969879
Vanuatu; 2.47294913024665;3.55702284903374;-1.4383728340901882
Yemen; 0.46039610117071;0.971035846685745;-2.109131341939178
South Africa; 1.11037617121658;3.37241177859352;-3.0371795306977347
Zambia; 2.02895775484161;0.967214381536;2.097733236368437
Zimbabwe; 0.5529381247854;1.14368438823728;-2.0683767983644707
